match_id,team,total_xG,avg_shot_xG,shot_count,goals,conversion_rate,h_team,a_team,team_name
26688,Home,1.617937158,0.095172774,17,2,0.117647059,Chelsea,Newcastle United,Chelsea
26689,Away,1.019197573,0.092654325,11,0,0,Crystal Palace,Tottenham,Tottenham
26689,Home,0.981878543,0.070134182,14,1,0.071428571,Crystal Palace,Tottenham,Crystal Palace
26690,Away,2.654681858,0.147482325,18,1,0.055555556,West Ham,Manchester United,Manchester United
26690,Home,3.056178127,0.254681511,12,2,0.166666667,West Ham,Manchester United,West Ham
26691,Away,1.353456316,0.150384035,9,2,0.222222222,Arsenal,Liverpool,Liverpool
26691,Home,1.088299175,0.120922131,9,2,0.222222222,Arsenal,Liverpool,Arsenal
26692,Away,2.646974926,0.13931447,19,1,0.052631579,Bournemouth,Manchester City,Manchester City
26692,Home,2.56452915,0.213710762,12,2,0.166666667,Bournemouth,Manchester City,Bournemouth
26693,Away,0.739231313,0.147846263,5,1,0.2,Fulham,Brentford,Brentford
26693,Home,1.445846088,0.055609465,26,2,0.076923077,Fulham,Brentford,Fulham
26694,Away,0.919255389,0.091925539,10,0,0,Newcastle United,Arsenal,Arsenal
26694,Home,0.859715191,0.09552391,9,1,0.111111111,Newcastle United,Arsenal,Newcastle United
26695,Away,2.341105882,0.117055294,20,1,0.05,Ipswich,Leicester,Leicester
26695,Home,1.340055876,0.095718277,14,1,0.071428571,Ipswich,Leicester,Ipswich
26696,Away,1.015681764,0.078129366,13,1,0.076923077,Liverpool,Brighton,Brighton
26696,Home,1.810369627,0.113148102,16,2,0.125,Liverpool,Brighton,Liverpool
26697,Away,1.242237347,0.103519779,12,1,0.083333333,Manchester United,Chelsea,Chelsea
26697,Home,2.160503865,0.196409442,11,1,0.090909091,Manchester United,Chelsea,Manchester United
26698,Away,0.132316981,0.033079245,4,0,0,Nottingham Forest,West Ham,West Ham
26698,Home,2.350107746,0.123689881,19,3,0.157894737,Nottingham Forest,West Ham,Nottingham Forest
26699,Away,1.787790929,0.111736933,16,0,0,Southampton,Everton,Everton
26699,Home,0.540345021,0.060038336,9,1,0.111111111,Southampton,Everton,Southampton
26700,Away,2.522529661,0.210210805,12,1,0.083333333,Tottenham,Aston Villa,Aston Villa
26700,Home,2.097505447,0.13109409,16,4,0.25,Tottenham,Aston Villa,Tottenham
26701,Away,2.725300841,0.143436886,19,2,0.105263158,Wolverhampton Wanderers,Crystal Palace,Crystal Palace
26701,Home,1.651167864,0.150106169,11,2,0.181818182,Wolverhampton Wanderers,Crystal Palace,Wolverhampton Wanderers
26702,Away,2.493347213,0.166223148,15,2,0.133333333,Brentford,Bournemouth,Bournemouth
26702,Home,1.564741268,0.130395106,12,3,0.25,Brentford,Bournemouth,Brentford
26703,Away,3.128096404,0.20853976,15,1,0.066666667,Brighton,Manchester City,Manchester City
26703,Home,2.999816428,0.299981643,10,2,0.2,Brighton,Manchester City,Brighton
26704,Away,1.922949262,0.113114662,17,3,0.176470588,Nottingham Forest,Newcastle United,Newcastle United
26704,Home,1.178519391,0.130946599,9,1,0.111111111,Nottingham Forest,Newcastle United,Nottingham Forest
26705,Away,1.968971923,0.151459379,13,1,0.076923077,Chelsea,Arsenal,Arsenal
26705,Home,1.24066884,0.07298052,17,1,0.058823529,Chelsea,Arsenal,Chelsea
26706,Away,2.253307051,0.132547474,17,2,0.117647059,Crystal Palace,Fulham,Fulham
26706,Home,1.977097451,0.152084419,13,0,0,Crystal Palace,Fulham,Crystal Palace
26707,Away,1.663367243,0.138613937,12,0,0,Liverpool,Aston Villa,Aston Villa
26707,Home,2.694971872,0.192497991,14,2,0.142857143,Liverpool,Aston Villa,Liverpool
26708,Away,0.417295071,0.059613582,7,0,0,Manchester United,Leicester,Leicester
26708,Home,1.236904085,0.095146468,13,2,0.153846154,Manchester United,Leicester,Manchester United
26709,Away,2.183915321,0.272989415,8,2,0.25,Tottenham,Ipswich,Ipswich
26709,Home,1.7536224,0.103154259,17,1,0.058823529,Tottenham,Ipswich,Tottenham
26710,Away,0.876881343,0.04871563,18,0,0,West Ham,Everton,Everton
26710,Home,1.123704715,0.102154974,11,0,0,West Ham,Everton,West Ham
26711,Away,0.792655163,0.088072796,9,0,0,Wolverhampton Wanderers,Southampton,Southampton
26711,Home,0.913548683,0.114193585,8,2,0.25,Wolverhampton Wanderers,Southampton,Wolverhampton Wanderers
26712,Away,1.240299709,0.206716618,6,2,0.333333333,Bournemouth,Brighton,Brighton
26712,Home,1.912269244,0.10623718,18,1,0.055555556,Bournemouth,Brighton,Bournemouth
26713,Away,0.942823738,0.062854916,15,2,0.133333333,Newcastle United,West Ham,West Ham
26713,Home,1.529572778,0.084976265,18,0,0,Newcastle United,West Ham,Newcastle United
26714,Away,0.403135539,0.057590791,7,0,0,Arsenal,Nottingham Forest,Nottingham Forest
26714,Home,1.67688356,0.088257029,19,3,0.157894737,Arsenal,Nottingham Forest,Arsenal
26715,Away,1.343139988,0.149237776,9,0,0,Everton,Brentford,Brentford
26715,Home,1.596871155,0.059143376,27,0,0,Everton,Brentford,Everton
26716,Away,1.616272299,0.124328638,13,2,0.153846154,Aston Villa,Crystal Palace,Crystal Palace
26716,Home,3.047652306,0.179273665,17,2,0.117647059,Aston Villa,Crystal Palace,Aston Villa
26717,Away,1.339030961,0.133903096,10,4,0.4,Fulham,Wolverhampton Wanderers,Wolverhampton Wanderers
26717,Home,0.717158003,0.0717158,10,1,0.1,Fulham,Wolverhampton Wanderers,Fulham
26718,Away,1.269122953,0.115374814,11,1,0.090909091,Ipswich,Manchester United,Manchester United
26718,Home,1.996147356,0.181467941,11,1,0.090909091,Ipswich,Manchester United,Ipswich
26719,Away,2.914361518,0.182147595,16,2,0.125,Leicester,Chelsea,Chelsea
26719,Home,0.967987083,0.241996771,4,1,0.25,Leicester,Chelsea,Leicester
26720,Away,3.304488005,0.367165334,9,4,0.444444444,Manchester City,Tottenham,Tottenham
26720,Home,2.158988448,0.093869063,23,0,0,Manchester City,Tottenham,Manchester City
26721,Away,3.194276967,0.118306554,27,3,0.111111111,Southampton,Liverpool,Liverpool
26721,Home,1.975409375,0.282201339,7,2,0.285714286,Southampton,Liverpool,Southampton
26722,Away,0.907555384,0.129650769,7,1,0.142857143,Brentford,Leicester,Leicester
26722,Home,2.220164428,0.170781879,13,4,0.307692308,Brentford,Leicester,Brentford
26723,Away,0.947631969,0.094763197,10,1,0.1,Brighton,Southampton,Southampton
26723,Home,1.86985996,0.084993635,22,1,0.045454545,Brighton,Southampton,Brighton
26724,Away,0.884555642,0.088455564,10,0,0,Chelsea,Aston Villa,Aston Villa
26724,Home,2.009219774,0.118189398,17,3,0.176470588,Chelsea,Aston Villa,Chelsea
26725,Away,0.020989025,0.020989025,1,0,0,Crystal Palace,Newcastle United,Newcastle United
26725,Home,2.391940346,0.140702373,17,1,0.058823529,Crystal Palace,Newcastle United,Crystal Palace
26726,Away,0.745014964,0.093126871,8,0,0,Liverpool,Manchester City,Manchester City
26726,Home,3.700535147,0.205585286,18,2,0.111111111,Liverpool,Manchester City,Liverpool
26727,Away,0.766748767,0.095843596,8,0,0,Manchester United,Everton,Everton
26727,Home,1.761607486,0.160146135,11,4,0.363636364,Manchester United,Everton,Manchester United
26728,Away,0.462771139,0.066110163,7,0,0,Nottingham Forest,Ipswich,Ipswich
26728,Home,1.765872863,0.147156072,12,1,0.083333333,Nottingham Forest,Ipswich,Nottingham Forest
26729,Away,1.580685396,0.1129061,14,1,0.071428571,Tottenham,Fulham,Fulham
26729,Home,1.010859301,0.126357413,8,1,0.125,Tottenham,Fulham,Tottenham
26730,Away,3.999352075,0.249959505,16,5,0.3125,West Ham,Arsenal,Arsenal
26730,Home,1.242608053,0.103550671,12,2,0.166666667,West Ham,Arsenal,West Ham
26731,Away,3.079007651,0.256583971,12,4,0.333333333,Wolverhampton Wanderers,Bournemouth,Bournemouth
26731,Home,0.866034411,0.086603441,10,2,0.2,Wolverhampton Wanderers,Bournemouth,Wolverhampton Wanderers
26732,Away,0.62393411,0.051994509,12,0,0,Bournemouth,Tottenham,Tottenham
26732,Home,3.290576036,0.156694097,21,1,0.047619048,Bournemouth,Tottenham,Bournemouth
26733,Away,0.256083173,0.051216635,5,0,0,Arsenal,Manchester United,Manchester United
26733,Home,2.993674307,0.213833879,14,2,0.142857143,Arsenal,Manchester United,Arsenal
26734,Away,1.132661714,0.125851302,9,1,0.111111111,Aston Villa,Brentford,Brentford
26734,Home,3.226380451,0.161319023,20,3,0.15,Aston Villa,Brentford,Aston Villa
26735,Away,0.847723876,0.105965485,8,0,0,Everton,Wolverhampton Wanderers,Wolverhampton Wanderers
26735,Home,1.502115661,0.115547359,13,2,0.153846154,Everton,Wolverhampton Wanderers,Everton
26736,Away,1.103977305,0.078855522,14,1,0.071428571,Fulham,Brighton,Brighton
26736,Home,0.66664439,0.111107398,6,2,0.333333333,Fulham,Brighton,Fulham
26737,Away,1.654221549,0.127247811,13,1,0.076923077,Ipswich,Crystal Palace,Crystal Palace
26737,Home,0.471707971,0.052411997,9,0,0,Ipswich,Crystal Palace,Ipswich
26738,Away,2.902408184,0.09362607,31,1,0.032258065,Leicester,West Ham,West Ham
26738,Home,2.780609109,0.347576139,8,3,0.375,Leicester,West Ham,Leicester
26739,Away,0.80215491,0.066846243,12,0,0,Manchester City,Nottingham Forest,Nottingham Forest
26739,Home,3.22361124,0.189624191,17,3,0.176470588,Manchester City,Nottingham Forest,Manchester City
26740,Away,2.276900987,0.142306312,16,3,0.1875,Newcastle United,Liverpool,Liverpool
26740,Home,1.520568605,0.089445212,17,3,0.176470588,Newcastle United,Liverpool,Newcastle United
26741,Away,6.118420176,0.235323853,26,5,0.192307692,Southampton,Chelsea,Chelsea
26741,Home,1.910141379,0.318356897,6,1,0.166666667,Southampton,Chelsea,Southampton
26742,Away,0.38583235,0.096458088,4,0,0,Aston Villa,Southampton,Southampton
26742,Home,2.521450019,0.140080557,18,1,0.055555556,Aston Villa,Southampton,Aston Villa
26743,Away,1.961050372,0.122565648,16,2,0.125,Brentford,Newcastle United,Newcastle United
26743,Home,1.745999084,0.158727189,11,4,0.363636364,Brentford,Newcastle United,Brentford
26744,Away,0.65280003,0.059345457,11,3,0.272727273,Manchester United,Nottingham Forest,Nottingham Forest
26744,Home,1.662317749,0.097783397,17,2,0.117647059,Manchester United,Nottingham Forest,Manchester United
26745,Away,2.580836011,0.151813883,17,4,0.235294118,Tottenham,Chelsea,Chelsea
26745,Home,3.255767969,0.25044369,13,3,0.230769231,Tottenham,Chelsea,Tottenham
26746,Away,1.482657241,0.078034592,19,1,0.052631579,West Ham,Wolverhampton Wanderers,Wolverhampton Wanderers
26746,Home,1.198082489,0.063056973,19,2,0.105263158,West Ham,Wolverhampton Wanderers,West Ham
26747,Away,1.587434521,0.13228621,12,2,0.166666667,Crystal Palace,Manchester City,Manchester City
26747,Home,1.214761147,0.101230096,12,2,0.166666667,Crystal Palace,Manchester City,Crystal Palace
26748,Away,0.964037447,0.160672908,6,2,0.333333333,Everton,Liverpool,Liverpool
26748,Home,0.910522626,0.091052263,10,2,0.2,Everton,Liverpool,Everton
26749,Away,2.727600418,0.227300035,12,1,0.083333333,Fulham,Arsenal,Arsenal
26749,Home,0.150987956,0.075493978,2,1,0.5,Fulham,Arsenal,Fulham
26750,Away,3.982573799,0.181026082,22,2,0.090909091,Ipswich,Bournemouth,Bournemouth
26750,Home,1.566804189,0.087044677,18,1,0.055555556,Ipswich,Bournemouth,Ipswich
26751,Away,1.121839104,0.070114944,16,2,0.125,Leicester,Brighton,Brighton
26751,Home,1.431811823,0.143181182,10,2,0.2,Leicester,Brighton,Leicester
26752,Away,1.286197047,0.107183087,12,2,0.166666667,Liverpool,Fulham,Fulham
26752,Home,2.108669886,0.131791868,16,2,0.125,Liverpool,Fulham,Liverpool
26753,Away,2.046621635,0.204662164,10,2,0.2,Manchester City,Manchester United,Manchester United
26753,Home,0.638103255,0.063810326,10,1,0.1,Manchester City,Manchester United,Manchester City
26754,Away,1.818268305,0.113641769,16,1,0.0625,Bournemouth,West Ham,West Ham
26754,Home,2.063774674,0.071164644,29,1,0.034482759,Bournemouth,West Ham,Bournemouth
26755,Away,0.132165606,0.066082803,2,0,0,Arsenal,Everton,Everton
26755,Home,1.308645377,0.100665029,13,0,0,Arsenal,Everton,Arsenal
26756,Away,3.049707906,0.217836279,14,3,0.214285714,Brighton,Crystal Palace,Crystal Palace
26756,Home,1.323233095,0.077837241,17,0,0,Brighton,Crystal Palace,Brighton
26757,Away,1.697008668,0.188556519,9,1,0.111111111,Chelsea,Brentford,Brentford
26757,Home,2.595434262,0.099824395,26,2,0.076923077,Chelsea,Brentford,Chelsea
26758,Away,1.774203273,0.177420327,10,1,0.1,Wolverhampton Wanderers,Ipswich,Ipswich
26758,Home,1.252883371,0.073699022,17,1,0.058823529,Wolverhampton Wanderers,Ipswich,Wolverhampton Wanderers
26759,Away,3.992116817,0.221784268,18,5,0.277777778,Southampton,Tottenham,Tottenham
26759,Home,1.273749262,0.141527696,9,0,0,Southampton,Tottenham,Southampton
26760,Away,0.186758954,0.046689739,4,0,0,Newcastle United,Leicester,Leicester
26760,Home,3.971558085,0.147094744,27,4,0.148148148,Newcastle United,Leicester,Newcastle United
26761,Away,0.389423302,0.048677913,8,1,0.125,Nottingham Forest,Aston Villa,Aston Villa
26761,Home,2.287121396,0.134536553,17,2,0.117647059,Nottingham Forest,Aston Villa,Nottingham Forest
26762,Away,1.102585458,0.091882122,12,1,0.083333333,Aston Villa,Manchester City,Manchester City
26762,Home,2.059881758,0.187261978,11,2,0.181818182,Aston Villa,Manchester City,Aston Villa
26763,Away,0.280031015,0.056006203,5,0,0,Fulham,Southampton,Southampton
26763,Home,1.252547354,0.07828421,16,0,0,Fulham,Southampton,Fulham
26764,Away,1.714443021,0.142870252,12,0,0,Everton,Chelsea,Chelsea
26764,Home,1.070806167,0.214161233,5,0,0,Everton,Chelsea,Everton
26765,Away,3.537657283,0.252689806,14,5,0.357142857,Crystal Palace,Arsenal,Arsenal
26765,Home,1.624510632,0.108300709,15,1,0.066666667,Crystal Palace,Arsenal,Crystal Palace
26766,Away,0.964896571,0.096489657,10,2,0.2,Brentford,Nottingham Forest,Nottingham Forest
26766,Home,0.769004439,0.109857777,7,0,0,Brentford,Nottingham Forest,Brentford
26767,Away,1.380632822,0.115052735,12,1,0.083333333,West Ham,Brighton,Brighton
26767,Home,1.246576531,0.113325139,11,1,0.090909091,West Ham,Brighton,West Ham
26768,Away,6.027675982,0.251153166,24,6,0.25,Tottenham,Liverpool,Liverpool
26768,Home,1.202446652,0.133605184,9,3,0.333333333,Tottenham,Liverpool,Tottenham
26769,Away,1.828309021,0.182830902,10,3,0.3,Manchester United,Bournemouth,Bournemouth
26769,Home,2.446880097,0.106386091,23,0,0,Manchester United,Bournemouth,Manchester United
26770,Away,1.135309832,0.141913729,8,3,0.375,Leicester,Wolverhampton Wanderers,Wolverhampton Wanderers
26770,Home,0.788679963,0.087631107,9,0,0,Leicester,Wolverhampton Wanderers,Leicester
26771,Away,3.233857229,0.215590482,15,4,0.266666667,Ipswich,Newcastle United,Newcastle United
26771,Home,1.064269837,0.106426984,10,0,0,Ipswich,Newcastle United,Ipswich
26772,Away,0.500066484,0.050006648,10,0,0,Bournemouth,Crystal Palace,Crystal Palace
26772,Home,1.219476555,0.067748698,18,0,0,Bournemouth,Crystal Palace,Bournemouth
26773,Away,0.078332742,0.026110914,3,0,0,Arsenal,Ipswich,Ipswich
26773,Home,2.164615028,0.166508848,13,1,0.076923077,Arsenal,Ipswich,Arsenal
26774,Away,0.961233008,0.120154126,8,0,0,Brighton,Brentford,Brentford
26774,Home,1.346876544,0.056119856,24,0,0,Brighton,Brentford,Brighton
26775,Away,1.779293626,0.127092402,14,2,0.142857143,Chelsea,Fulham,Fulham
26775,Home,1.560419844,0.130034987,12,1,0.083333333,Chelsea,Fulham,Chelsea
26776,Away,0.223443178,0.055860795,4,1,0.25,Liverpool,Leicester,Leicester
26776,Home,1.899347525,0.099965659,19,3,0.157894737,Liverpool,Leicester,Liverpool
26777,Away,0.653289504,0.081661188,8,1,0.125,Manchester City,Everton,Everton
26777,Home,2.520266635,0.10501111,24,1,0.041666667,Manchester City,Everton,Manchester City
26778,Away,0.227939297,0.056984824,4,0,0,Newcastle United,Aston Villa,Aston Villa
26778,Home,2.88540599,0.131154818,22,3,0.136363636,Newcastle United,Aston Villa,Newcastle United
26779,Away,1.057577913,0.081352147,13,0,0,Nottingham Forest,Tottenham,Tottenham
26779,Home,1.316296928,0.131629693,10,1,0.1,Nottingham Forest,Tottenham,Nottingham Forest
26780,Away,1.984524159,0.12403276,16,1,0.0625,Southampton,West Ham,West Ham
26780,Home,2.198808898,0.12215605,18,0,0,Southampton,West Ham,Southampton
26781,Away,0.358875666,0.032625061,11,0,0,Wolverhampton Wanderers,Manchester United,Manchester United
26781,Home,0.826488534,0.118069791,7,2,0.285714286,Wolverhampton Wanderers,Manchester United,Wolverhampton Wanderers
26782,Away,0.938041669,0.072157051,13,2,0.153846154,Aston Villa,Brighton,Brighton
26782,Home,1.879965775,0.093998289,20,2,0.1,Aston Villa,Brighton,Aston Villa
26783,Away,2.105342858,0.150381633,14,3,0.214285714,Brentford,Arsenal,Arsenal
26783,Home,0.27601845,0.05520369,5,1,0.2,Brentford,Arsenal,Brentford
26784,Away,1.34114159,0.191591656,7,1,0.142857143,Crystal Palace,Southampton,Southampton
26784,Home,3.054172876,0.160745941,19,2,0.105263158,Crystal Palace,Southampton,Crystal Palace
26785,Away,2.174932189,0.197721108,11,2,0.181818182,Everton,Nottingham Forest,Nottingham Forest
26785,Home,0.615190562,0.047322351,13,0,0,Everton,Nottingham Forest,Everton
26786,Away,1.706916497,0.106682281,16,2,0.125,Fulham,Bournemouth,Bournemouth
26786,Home,0.966578351,0.087870759,11,2,0.181818182,Fulham,Bournemouth,Fulham
26787,Away,1.624891409,0.08124457,20,0,0,Ipswich,Chelsea,Chelsea
26787,Home,1.500926421,0.166769602,9,2,0.222222222,Ipswich,Chelsea,Ipswich
26788,Away,1.585893176,0.113278084,14,2,0.142857143,Leicester,Manchester City,Manchester City
26788,Home,1.843299467,0.167572679,11,0,0,Leicester,Manchester City,Leicester
26789,Away,2.242398002,0.1868665,12,2,0.166666667,Manchester United,Newcastle United,Newcastle United
26789,Home,1.006150873,0.100615087,10,0,0,Manchester United,Newcastle United,Manchester United
26790,Away,0.640697079,0.058245189,11,2,0.181818182,Tottenham,Wolverhampton Wanderers,Wolverhampton Wanderers
26790,Home,2.28433396,0.175717997,13,2,0.153846154,Tottenham,Wolverhampton Wanderers,Tottenham
26791,Away,3.298681567,0.149940071,22,5,0.227272727,West Ham,Liverpool,Liverpool
26791,Home,0.540585744,0.077226535,7,0,0,West Ham,Liverpool,West Ham
26792,Away,0.561015082,0.062335009,9,0,0,Bournemouth,Everton,Everton
26792,Home,2.843806369,0.149674019,19,1,0.052631579,Bournemouth,Everton,Bournemouth
26793,Away,1.029988687,0.257497172,4,1,0.25,Aston Villa,Leicester,Leicester
26793,Home,2.345600638,0.180430818,13,2,0.153846154,Aston Villa,Leicester,Aston Villa
26794,Away,1.811423843,0.201269316,9,1,0.111111111,Brighton,Arsenal,Arsenal
26794,Home,1.765129544,0.160466322,11,1,0.090909091,Brighton,Arsenal,Brighton
26795,Away,1.522692123,0.101512808,15,1,0.066666667,Crystal Palace,Chelsea,Chelsea
26795,Home,1.276604585,0.098200353,13,1,0.076923077,Crystal Palace,Chelsea,Crystal Palace
26796,Away,1.443402636,0.206200377,7,2,0.285714286,Fulham,Ipswich,Ipswich
26796,Home,2.654692276,0.176979485,15,2,0.133333333,Fulham,Ipswich,Fulham
26797,Away,1.688960959,0.129920074,13,2,0.153846154,Liverpool,Manchester United,Manchester United
26797,Home,2.862003935,0.150631786,19,2,0.105263158,Liverpool,Manchester United,Liverpool
26798,Away,1.534112511,0.085228473,18,1,0.055555556,Manchester City,West Ham,West Ham
26798,Home,1.979860377,0.197986038,10,3,0.3,Manchester City,West Ham,Manchester City
26799,Away,5.732756272,0.286637814,20,5,0.25,Southampton,Brentford,Brentford
26799,Home,0.249613612,0.031201702,8,0,0,Southampton,Brentford,Southampton
26800,Away,2.481272209,0.177233729,14,2,0.142857143,Tottenham,Newcastle United,Newcastle United
26800,Home,1.015491976,0.078114767,13,1,0.076923077,Tottenham,Newcastle United,Tottenham
26801,Away,2.572274362,0.233843124,11,3,0.272727273,Wolverhampton Wanderers,Nottingham Forest,Nottingham Forest
26801,Home,1.964371902,0.151105531,13,0,0,Wolverhampton Wanderers,Nottingham Forest,Wolverhampton Wanderers
26802,Away,0.777071374,0.070642852,11,1,0.090909091,Arsenal,Tottenham,Tottenham
26802,Home,2.273209839,0.162372131,14,1,0.071428571,Arsenal,Tottenham,Arsenal
26803,Away,2.669802053,0.127133431,21,2,0.095238095,Brentford,Manchester City,Manchester City
26803,Home,2.394373085,0.133020727,18,2,0.111111111,Brentford,Manchester City,Brentford
26804,Away,1.306489757,0.118771796,11,1,0.090909091,Everton,Aston Villa,Aston Villa
26804,Home,1.231261497,0.12312615,10,0,0,Everton,Aston Villa,Everton
26805,Away,1.063434611,0.096675874,11,2,0.181818182,Ipswich,Brighton,Brighton
26805,Home,0.268126599,0.05362532,5,0,0,Ipswich,Brighton,Ipswich
26806,Away,2.265732222,0.251748025,9,2,0.222222222,Leicester,Crystal Palace,Crystal Palace
26806,Home,2.100034873,0.100001661,21,0,0,Leicester,Crystal Palace,Leicester
26807,Away,2.722908968,0.118387346,23,1,0.043478261,Nottingham Forest,Liverpool,Liverpool
26807,Home,0.529200006,0.088200001,6,1,0.166666667,Nottingham Forest,Liverpool,Nottingham Forest
26808,Away,2.839254624,0.135202601,21,2,0.095238095,West Ham,Fulham,Fulham
26808,Home,0.937322162,0.234330541,4,3,0.75,West Ham,Fulham,West Ham
26809,Away,1.148450455,0.164064351,7,2,0.285714286,Chelsea,Bournemouth,Bournemouth
26809,Home,2.815860537,0.108302328,26,2,0.076923077,Chelsea,Bournemouth,Chelsea
26810,Away,1.47433088,0.113410068,13,0,0,Newcastle United,Wolverhampton Wanderers,Wolverhampton Wanderers
26810,Home,2.133272067,0.125486592,17,3,0.176470588,Newcastle United,Wolverhampton Wanderers,Newcastle United
26811,Away,1.451205701,0.111631208,13,0,0,Manchester United,Southampton,Southampton
26811,Home,3.126458073,0.130269086,24,3,0.125,Manchester United,Southampton,Manchester United
26812,Away,1.206017725,0.150752216,8,2,0.25,Arsenal,Aston Villa,Aston Villa
26812,Home,1.64458421,0.096740248,17,2,0.117647059,Arsenal,Aston Villa,Arsenal
26813,Away,4.179816696,0.112968019,37,2,0.054054054,Brentford,Liverpool,Liverpool
26813,Home,1.200211747,0.109110159,11,0,0,Brentford,Liverpool,Brentford
26814,Away,1.067261187,0.118584576,9,1,0.111111111,Chelsea,Wolverhampton Wanderers,Wolverhampton Wanderers
26814,Home,3.209334019,0.168912317,19,3,0.157894737,Chelsea,Wolverhampton Wanderers,Chelsea
26815,Away,1.364089271,0.113674106,12,2,0.166666667,Everton,Tottenham,Tottenham
26815,Home,2.560890818,0.213407568,12,2,0.166666667,Everton,Tottenham,Everton
26816,Away,3.209630494,0.188801794,17,6,0.352941176,Ipswich,Manchester City,Manchester City
26816,Home,0.795636607,0.099454576,8,0,0,Ipswich,Manchester City,Ipswich
26817,Away,2.651415926,0.155965643,17,2,0.117647059,Leicester,Fulham,Fulham
26817,Home,0.676933597,0.0846167,8,0,0,Leicester,Fulham,Leicester
26818,Away,2.171719561,0.36195326,6,3,0.5,Manchester United,Brighton,Brighton
26818,Home,1.321094394,0.132109439,10,1,0.1,Manchester United,Brighton,Manchester United
26819,Away,2.735037601,0.143949347,19,4,0.210526316,Newcastle United,Bournemouth,Bournemouth
26819,Home,0.860310746,0.06617775,13,1,0.076923077,Newcastle United,Bournemouth,Newcastle United
26820,Away,1.260322878,0.126032288,10,2,0.2,Nottingham Forest,Southampton,Southampton
26820,Home,3.102542553,0.221610182,14,3,0.214285714,Nottingham Forest,Southampton,Nottingham Forest
26821,Away,1.625613361,0.13546778,12,2,0.166666667,West Ham,Crystal Palace,Crystal Palace
26821,Home,0.221061533,0.031580219,7,0,0,West Ham,Crystal Palace,West Ham
26822,Away,1.000057029,0.055558724,18,0,0,Bournemouth,Nottingham Forest,Nottingham Forest
26822,Home,2.870561377,0.179410086,16,5,0.3125,Bournemouth,Nottingham Forest,Bournemouth
26823,Away,1.681588773,0.120113484,14,1,0.071428571,Aston Villa,West Ham,West Ham
26823,Home,0.909103613,0.064935972,14,1,0.071428571,Aston Villa,West Ham,Aston Villa
26824,Away,0.870883443,0.290294481,3,1,0.333333333,Brighton,Everton,Everton
26824,Home,0.643779508,0.040236219,16,0,0,Brighton,Everton,Brighton
26825,Away,1.920367423,0.147720571,13,2,0.153846154,Crystal Palace,Brentford,Brentford
26825,Home,1.231765267,0.076985329,16,1,0.0625,Crystal Palace,Brentford,Crystal Palace
26826,Away,0.201988161,0.05049704,4,1,0.25,Fulham,Manchester United,Manchester United
26826,Home,0.560570539,0.062285615,9,0,0,Fulham,Manchester United,Fulham
26827,Away,0.804706892,0.268235631,3,1,0.333333333,Liverpool,Ipswich,Ipswich
26827,Home,2.276666036,0.142291627,16,4,0.25,Liverpool,Ipswich,Liverpool
26828,Away,1.498432388,0.149843239,10,1,0.1,Manchester City,Chelsea,Chelsea
26828,Home,2.360435209,0.157362347,15,3,0.2,Manchester City,Chelsea,Manchester City
26829,Away,3.083189791,0.181364105,17,3,0.176470588,Southampton,Newcastle United,Newcastle United
26829,Home,0.825902242,0.068825187,12,1,0.083333333,Southampton,Newcastle United,Southampton
26830,Away,1.405205361,0.117100447,12,2,0.166666667,Tottenham,Leicester,Leicester
26830,Home,1.27566278,0.09111877,14,1,0.071428571,Tottenham,Leicester,Tottenham
26831,Away,0.894105929,0.099345103,9,1,0.111111111,Wolverhampton Wanderers,Arsenal,Arsenal
26831,Home,0.514723628,0.057191514,9,0,0,Wolverhampton Wanderers,Arsenal,Wolverhampton Wanderers
26832,Away,2.721903231,0.143258065,19,2,0.105263158,Bournemouth,Liverpool,Liverpool
26832,Home,1.660508327,0.118607738,14,0,0,Bournemouth,Liverpool,Bournemouth
26833,Away,0.743190832,0.106170119,7,1,0.142857143,Arsenal,Manchester City,Manchester City
26833,Home,1.532020978,0.127668415,12,5,0.416666667,Arsenal,Manchester City,Arsenal
26834,Away,0.946643651,0.072818742,13,1,0.076923077,Brentford,Tottenham,Tottenham
26834,Home,1.669067581,0.079479409,21,0,0,Brentford,Tottenham,Brentford
26835,Away,1.186797221,0.079119815,15,1,0.066666667,Chelsea,West Ham,West Ham
26835,Home,1.416141566,0.064370071,22,1,0.045454545,Chelsea,West Ham,Chelsea
26836,Away,0.451825843,0.050202871,9,0,0,Everton,Leicester,Leicester
26836,Home,3.11260931,0.239431485,13,4,0.307692308,Everton,Leicester,Everton
26837,Away,1.219134391,0.135459377,9,2,0.222222222,Ipswich,Southampton,Southampton
26837,Home,1.948450653,0.12989671,15,1,0.066666667,Ipswich,Southampton,Ipswich
26838,Away,2.479206261,0.225382387,11,2,0.181818182,Manchester United,Crystal Palace,Crystal Palace
26838,Home,1.509265363,0.088780315,17,0,0,Manchester United,Crystal Palace,Manchester United
26839,Away,1.608812473,0.107254165,15,2,0.133333333,Newcastle United,Fulham,Fulham
26839,Home,1.227159926,0.111559993,11,1,0.090909091,Newcastle United,Fulham,Newcastle United
26840,Away,0.756296276,0.068754207,11,0,0,Nottingham Forest,Brighton,Brighton
26840,Home,4.182436343,0.298745453,14,6,0.428571429,Nottingham Forest,Brighton,Nottingham Forest
